Rank,Name,Neighborhood,Zoning Type,Plot Size,Building Size,Distance to Ocean,Distance to Bay,Max # of Floors,Min # of Floors,Plot Area (m²),Min Building Height (m),Max Building Height (m),Distance to Ocean (m),Distance to Bay (m),tokenId
3808,HH-940,Haven Heights,Residential,Micro,Lowrise,Far,Medium,4,3,1361,16,20,687,531,19923557502607421836333531772135741105565948199365142995059111964462084094303
3808,HH-941,Haven Heights,Residential,Micro,Lowrise,Far,Medium,4,3,1332,18,22,667,548,79468079742174729488768286666799124337153623150990753300324542568424517138715
3875,NS-119,North Star,Residential,Nano,Lowrise,Far,Medium,4,3,673,17,21,749,301,48324386339887445699584932107855275433925262805549895654994275157126201169298
3875,NS-123,North Star,Residential,Nano,Lowrise,Far,Medium,4,3,1088,18,22,769,317,50672130665412624283757658927696614179896370535413396548233342362995554676360
3875,NS-125,North Star,Residential,Nano,Lowrise,Far,Medium,5,4,960,20,25,621,444,19037164457710067889756619918152627213180436024280490618670520253084782735400
3875,NS-129,North Star,Residential,Nano,Lowrise,Far,Medium,4,3,1128,19,23,770,329,14517496293029919046829843737551763626252641079084702802110125578864903883052
3875,NS-130,North Star,Residential,Nano,Lowrise,Far,Medium,4,3,1018,19,23,681,401,101579060861215518001630660107830846179528430526728236730259594026522012812085
3875,NS-141,North Star,Residential,Nano,Lowrise,Far,Medium,4,3,840,16,20,822,306,89464508116311351143544708991924439429193435174738404491884919481561326094093
3875,NS-142,North Star,Residential,Nano,Lowrise,Far,Medium,4,3,1129,16,20,771,342,40087043123095937100312054272677317259235428917274024453638697536806905075730
3875,NS-144,North Star,Residential,Nano,Lowrise,Far,Medium,5,4,993,22,27,622,463,107921774174430275672013679559774597500088831730079374890885667305639191936846
3875,NS-147,North Star,Residential,Nano,Lowrise,Far,Medium,6,5,916,28,34,825,320,7116283379435567452310121882391950820350881981613119210115402284766675613104
3875,NS-148,North Star,Residential,Nano,Lowrise,Far,Medium,4,4,1018,20,24,684,423,86446432848879491263784806221899031338619570230064333233198453014585482422908
3875,NS-149,North Star,Residential,Nano,Lowrise,Far,Medium,4,3,993,17,21,624,473,16926041182312098451973196293860303841966597457301558848448333331872436862914
3875,NS-156,North Star,Residential,Nano,Lowrise,Far,Medium,6,5,992,25,31,829,334,105125707824097634112310282269528345905324335714109325701653914878630138684361
3875,NS-158,North Star,Residential,Nano,Lowrise,Far,Medium,5,4,993,22,27,627,484,99271959596635111886288611220839805747939350743589518005116070651354840426385
3875,NS-168,North Star,Residential,Nano,Lowrise,Far,Medium,4,3,1012,19,23,833,349,15751516587027230796052821427013335406361330068016482257517130561643446077764
3875,NS-169,North Star,Residential,Nano,Lowrise,Far,Medium,5,4,972,22,27,688,447,54911678123827815901505146436997760364176954229407458858787601425322634160733
3875,NS-187,North Star,Residential,Nano,Lowrise,Far,Medium,4,4,1054,20,24,714,485,8734500336486403516721327009202841259915131243146525223359100683314208595957
3875,NS-188,North Star,Residential,Nano,Lowrise,Far,Medium,4,3,1091,16,20,695,498,88901034098827890452448697400353260510817596851899487678789553212158383445077
3875,NS-189,North Star,Residential,Nano,Lowrise,Far,Medium,4,3,1091,16,20,676,511,4402296805497511469504132288899520140151884856371317295163850620046878774023
3875,NS-190,North Star,Residential,Nano,Lowrise,Far,Medium,4,3,1091,16,20,658,525,110821972651791871753050601577778058749556889855170115070540531946465516908338
3875,NS-192,North Star,Residential,Nano,Lowrise,Far,Medium,4,3,977,17,21,621,553,93064009865279511450703023127166890165451490676486115003529900725294691023466
3875,NS-224,North Star,Residential,Nano,Lowrise,Far,Medium,5,4,1053,21,26,712,531,99860829510858014695337402522915170895648644242039065402259172557316511142994
3875,NS-225,North Star,Residential,Nano,Lowrise,Far,Medium,4,3,1082,17,21,674,554,110037320092718100834637029302954324292959341313163428058531191292614209867661
3875,NS-227,North Star,Residential,Nano,Lowrise,Far,Medium,3,2,1075,12,15,636,580,68420816596034200767844986502988731309351750200761127357602985359952092546265
3875,NS-228,North Star,Residential,Nano,Lowrise,Far,Medium,3,2,960,14,17,618,593,60585454086653782482212601370004657309690853749906603900243501607493778673301
3875,NS-238,North Star,Residential,Nano,Lowrise,Far,Medium,4,3,488,19,23,826,487,52722002824231188193625410204197787816580519866055694659065366333062294640952
3875,NS-242,North Star,Residential,Nano,Lowrise,Far,Medium,5,4,1056,22,27,1748,329,114359427890671396736375396601653471853744761208102269871877725039588806771605
3875,NS-245,North Star,Residential,Nano,Lowrise,Far,Medium,2,2,838,10,12,776,556,22320010410342171400819259127810582552275876032785526291425549091682257885947
3875,NS-251,North Star,Residential,Nano,Lowrise,Far,Medium,4,4,1064,20,24,1836,315,86775774547636363426170843171371551297023202779822073167149265510945895232401
3875,NS-252,North Star,Residential,Nano,Lowrise,Far,Medium,10,8,1037,42,52,1818,329,94709031114776420561528274414099133156497032753203363146809077100085223410268
3875,NS-253,North Star,Residential,Nano,Lowrise,Far,Medium,4,3,1091,18,22,1748,349,59179367436589960072968647620259733408079478981347093322788809035633032188610
3875,NS-254,North Star,Residential,Nano,Lowrise,Far,Medium,4,3,1066,16,20,1692,343,45548318953636465324338146547844722490332339704269345445305016759644422156381
3875,NS-260,North Star,Residential,Nano,Lowrise,Far,Medium,4,3,1064,18,22,1384,301,80921784831787028422994905692959925271051517387854866748635598979190465347204
3875,NS-264,North Star,Residential,Nano,Lowrise,Far,Medium,2,2,724,10,12,817,556,63749513920721378322879143563772490392657620398716292626025070208194655444415
3875,NS-277,North Star,Residential,Nano,Lowrise,Far,Medium,6,5,1065,26,32,1691,359,73652722281827461454052824299205592832481912991005922916248365966334813817881
3875,NS-279,North Star,Residential,Nano,Lowrise,Far,Medium,7,6,1065,30,37,1383,320,105295973340325537179228056492860847702991111455362296143934756025828160460419
3875,NS-280,North Star,Residential,Nano,Lowrise,Far,Medium,4,3,643,16,20,814,575,93864846600133199811981421974351942757927499401811343476492935446449439462648
3875,NS-281,North Star,Residential,Nano,Lowrise,Far,Medium,4,3,870,18,22,775,591,89771032024889770681385806189847311823219442379101826875787422091782522967414
3875,NS-286,North Star,Residential,Nano,Lowrise,Far,Medium,7,6,1091,31,38,1747,356,30268443613674202845502190421009955309242380427412710157068277269454834334111
3875,NS-288,North Star,Residential,Nano,Lowrise,Far,Medium,4,3,1062,16,20,1446,323,67464176770974003163148583492352330026059380061179692190101573442477639077623
3875,NS-290,North Star,Residential,Nano,Lowrise,Far,Medium,4,3,561,19,23,812,594,19371718049307458893010092023636725694390047363404513928493984621138070119583
3875,NS-300,North Star,Residential,Nano,Lowrise,Far,Medium,7,5,1091,29,36,1747,345,109962851825139412753740270729506011450143656904526115210597518628747756217483
3875,NS-301,North Star,Residential,Nano,Lowrise,Far,Medium,4,3,1065,17,21,1691,393,56055085417731085853810432214840460535486287479334548399247210449490041989325
3875,NS-302,North Star,Residential,Nano,Lowrise,Far,Medium,4,3,1086,16,20,1592,354,84412875209606266182255267963690830062946838846559226967795267184452905158944
3875,NS-303,North Star,Residential,Nano,Lowrise,Far,Medium,7,6,1082,32,39,1573,349,23391907398713339664842006938403332353472181488887978595313200103608810835980
3875,NS-304,North Star,Residential,Nano,Lowrise,Far,Medium,7,5,1079,28,35,1554,345,28584143023267482929844140508607707441596934230395471482758970729325942059114
3875,NS-305,North Star,Residential,Nano,Lowrise,Far,Medium,6,5,1075,28,34,1535,342,14212930155360669108169511962109592009228696774576923447256788964516006191859
3875,NS-306,North Star,Residential,Nano,Lowrise,Far,Medium,4,3,1052,17,21,1516,340,7505408155627458804914557418395685562385609690286497034062306799682541494414
3875,NS-307,North Star,Residential,Nano,Lowrise,Far,Medium,10,8,1062,42,52,1446,343,77142040230903067517190215771838533058502221514287626632911917865052626633915
3875,NS-308,North Star,Residential,Nano,Lowrise,Far,Medium,7,5,1068,28,35,1383,357,95427529243084393934690823993098281615281354575618784948538622012956623412963
3875,NS-312,North Star,Residential,Nano,Lowrise,Far,Medium,5,4,1091,21,26,1151,481,184725164635331061355807510641255300644948126414982416870027936415528868609
3875,NS-322,North Star,Residential,Nano,Lowrise,Far,Medium,4,3,1040,16,20,1747,335,29514662755088948496654909360559088276776490294590268808117259506448170362990
3875,NS-324,North Star,Residential,Nano,Lowrise,Far,Medium,6,4,1013,24,30,1446,362,45562903869680661040216260049777113228148411768073036469008457651278996073080
3875,NS-331,North Star,Residential,Nano,Lowrise,Far,Medium,5,4,1054,22,27,1445,414,79667877396621145024160359990198474835978001181574856618261122587631081332044
3875,NS-332,North Star,Residential,Nano,Lowrise,Far,Medium,4,3,1055,17,21,1386,425,104430207140692846098430184807760299138649727506178310956124643679689733526683
3875,NS-341,North Star,Residential,Nano,Lowrise,Far,Medium,5,4,979,20,25,1730,320,41607375916310034240065430834651933247573648161470398906042369501609960736477
3875,NS-343,North Star,Residential,Nano,Lowrise,Far,Medium,9,7,979,36,45,1692,355,68137285837254757749507641896874419493271418001885825475221995395666787743628
3875,NS-345,North Star,Residential,Nano,Lowrise,Far,Medium,5,4,1024,21,26,1593,441,47504253135978797403988083533975309654927774356435625773274329685327744382162
3875,NS-346,North Star,Residential,Nano,Lowrise,Far,Medium,5,4,1051,21,26,1537,432,15313327745814558904771960104797351576862578465323721316589138871853562904847
3875,NS-347,North Star,Residential,Nano,Lowrise,Far,Medium,5,4,1091,22,27,1446,433,68441217177337038124798930599811430884525709297104018264091464801926174655717
3875,NS-368,North Star,Residential,Nano,Lowrise,Far,Medium,4,3,1024,17,21,1593,441,88397216862682898141543169837567443092499216629155209115088523141740794535458
3875,NS-369,North Star,Residential,Nano,Lowrise,Far,Medium,8,7,1052,35,43,1537,451,113112739859276472452466612241537572638967357625786015106069575826177051249280
3875,NS-370,North Star,Residential,Nano,Lowrise,Far,Medium,4,3,1091,17,21,1446,452,66763342772384309512892266261375748909644871096921171353218263909092664345243
3875,NS-371,North Star,Residential,Nano,Lowrise,Far,Medium,3,3,1024,15,18,1593,437,72824284169796497364412384141813994342963450192681972934534946649393381121609
3875,NS-373,North Star,Residential,Nano,Lowrise,Far,Medium,3,3,1091,15,18,1446,471,32226457328227193083920058309431655630496761608626571891510410072661921809307
3875,NS-374,North Star,Residential,Nano,Lowrise,Far,Medium,3,3,1095,15,18,1387,481,39437763845260021819306793741031853373242361831442901578890603774142375768695
3875,NS-384,North Star,Residential,Nano,Lowrise,Far,Medium,3,3,954,15,18,1711,317,11526337326271487415660898760656609361847651867381520391031116731776336534483
3875,NS-385,North Star,Residential,Nano,Lowrise,Far,Medium,3,3,954,15,18,1692,336,85520716933321919228984228032198327953018004282247449907004747062676350766315
3875,NS-387,North Star,Residential,Nano,Lowrise,Far,Medium,3,3,1054,15,18,1536,488,17496758348222648411326277989202571295505700642008704877001987358131953092397
3875,NS-388,North Star,Residential,Nano,Lowrise,Far,Medium,3,3,1091,15,18,1446,490,114993465440368424334505512576194892216887202340221354996758178495238212407390
3875,NS-389,North Star,Residential,Nano,Lowrise,Far,Medium,3,3,1096,15,18,1387,499,3480884782214497533393140172314137150378266413045192256145996342249125984222
3875,NS-410,North Star,Residential,Nano,Lowrise,Far,Medium,3,3,915,15,18,1593,429,67038943204887826079492964462031530129412625059304381386450116027200138680061
3875,NS-417,North Star,Residential,Nano,Lowrise,Far,Medium,9,7,856,37,46,1594,421,8411607305139987618848790241731710467120577983063852697376282127583479175701
3875,NS-418,North Star,Residential,Nano,Lowrise,Far,Medium,4,3,879,16,20,1534,481,112049576749054395813856529363599060456835248481810267928044485872658920039541
3875,NS-419,North Star,Residential,Nano,Lowrise,Far,Medium,5,4,978,20,25,1445,569,113783395431089260319564331541132952244383154178469884167296588639333633454316
3875,NS-433,North Star,Residential,Nano,Lowrise,Far,Medium,4,3,1024,17,21,1692,323,66697748008792172710410608728692760593721759167280815080295768978745587707255
3875,NS-434,North Star,Residential,Nano,Lowrise,Far,Medium,9,7,954,38,47,1594,421,8575628581347616284229077940558697999825302765373455048682606355596474397092
3875,NS-435,North Star,Residential,Nano,Lowrise,Far,Medium,7,6,981,30,37,1534,481,46476036012495311192764641547113058986858900227370316669159160921009521419767
3875,NS-436,North Star,Residential,Nano,Lowrise,Far,Medium,5,4,1091,23,28,1445,569,95837351118942842242359771146325701061233624091432288265228619859401709385301
3875,NS-437,North Star,Residential,Nano,Lowrise,Far,Medium,4,3,1093,19,23,1386,595,24698095870619121019522086625183340156052755004692897961495534965865306167785
3875,NS-456,North Star,Residential,Nano,Lowrise,Far,Medium,4,3,1024,18,22,1692,323,79442531452828603588854026531721640137827628968569093881014809073470570835252
3875,NS-457,North Star,Residential,Nano,Lowrise,Far,Medium,4,3,954,16,20,1594,421,7633967604812438835532611140240935311248099707269728362243213256811943270375
3875,NS-458,North Star,Residential,Nano,Lowrise,Far,Medium,5,4,982,20,25,1534,481,73738534985763100529298585741043003764836310515059309887166708402410639943834
3875,NS-465,North Star,Residential,Nano,Lowrise,Far,Medium,5,4,1024,21,26,1693,324,29153788439942144757774126264091632423013696670824271506016513463624232080992
3875,NS-466,North Star,Residential,Nano,Lowrise,Far,Medium,5,4,954,20,25,1595,422,520532995490507594091049007469819044325090186884654859932269166956260695049
3875,NS-479,North Star,Residential,Nano,Lowrise,Far,Medium,4,3,1024,16,20,1694,327,99857305214470205939662126641807516356435529302483158277618842165102523276838
3875,NS-504,North Star,Residential,Nano,Lowrise,Far,Medium,10,8,944,42,52,1694,330,111421032248714124012552433168749770006730276974323501430982995311430369386401
3875,NS-505,North Star,Residential,Nano,Lowrise,Far,Medium,4,4,909,20,24,1597,427,103278228067495079545729448690115986596917725059221806431891433048242918961042
3875,NS-506,North Star,Residential,Nano,Lowrise,Far,Medium,4,3,907,18,22,1536,486,3703210345736591727966068969815412869401733941603527976230307404204950508492
3875,NS-507,North Star,Residential,Nano,Lowrise,Far,Medium,4,4,1038,20,24,1448,574,51810552525998627658337321092576656722217741850865896204594268586627859446443
3964,NS-354,North Star,Residential,Micro,Lowrise,Far,Far,4,3,1452,19,23,792,705,44570339193753131467531816381453048747861531466006340004728409466415868690160
3964,NS-355,North Star,Residential,Micro,Lowrise,Far,Far,3,3,1900,15,18,762,716,88944300060483573824936108830162859606609877661297234541073025666650257727784
3964,NS-357,North Star,Residential,Micro,Lowrise,Far,Far,3,3,1905,15,18,693,745,98059923060555811902196433897640899903527104606132881661813341175731943437719
3964,NS-358,North Star,Residential,Micro,Lowrise,Far,Far,3,3,1907,15,18,659,762,42434290851865804257573200931422627632694710860845102837853689843917736229628
3964,NS-359,North Star,Residential,Micro,Lowrise,Far,Far,3,3,1800,15,18,626,779,107604312297839497893136131005738403409103764866880843891588473432301542774400
3964,NS-396,North Star,Residential,Micro,Lowrise,Far,Far,3,3,1859,15,18,761,768,16119812787857369155242479498420135845816228138712395704549735919563947705401
3964,NS-397,North Star,Residential,Micro,Lowrise,Far,Far,3,3,1859,15,18,727,781,58464431471499176151553281689136780456186151341627088734645150001361571696597
3964,NS-399,North Star,Residential,Micro,Lowrise,Far,Far,3,3,1859,15,18,658,811,55588650045558400893189449102703696836502721914855575087429686545108052274542
3964,NS-400,North Star,Residential,Micro,Lowrise,Far,Far,5,4,1752,23,28,625,827,38087038341817247834837141771348114982052756289484315441805732039919759703025
3964,NS-439,North Star,Residential,Micro,Lowrise,Far,Far,5,4,1365,21,26,1136,686,68679169029156681925971718972207207004791118480806486322679390776459593642263
3964,NS-441,North Star,Residential,Micro,Lowrise,Far,Far,4,3,1264,19,23,765,859,16963852852540765594184146501820956965031289742365396702742296790475674969821
3964,NS-442,North Star,Residential,Micro,Lowrise,Far,Far,7,6,1475,31,38,738,868,61746089348231913070273178048485513413534902089286146487400588129364985313230
3964,NS-444,North Star,Residential,Micro,Lowrise,Far,Far,4,3,1475,18,22,679,890,23086427479197235778388926179553121329043939168346496699511686713327959409756
3964,NS-445,North Star,Residential,Micro,Lowrise,Far,Far,4,3,1375,18,22,622,915,93397182532441080380379708190857197468524942452280631390295666338364620951671
3964,NS-462,North Star,Residential,Micro,Lowrise,Far,Far,6,5,1365,26,32,1136,703,31127812128506027068372137574128215549556770877524921812319651153864229983425
3964,NS-471,North Star,Residential,Micro,Lowrise,Far,Far,4,4,1364,20,24,1137,719,32538594681307436482881563258304900957412670763610847716905365545625329932149
3964,NS-490,North Star,Residential,Micro,Lowrise,Far,Far,6,5,1490,25,31,654,956,38194429927926029766874816909962947141844324395381037760670408357590069500027
3964,NS-491,North Star,Residential,Micro,Lowrise,Far,Far,4,3,1383,17,21,625,968,69717197660825092442817732676752217456523124646273897727758185889424412762331
3964,NS-511,North Star,Residential,Micro,Lowrise,Far,Far,4,3,1308,16,20,1139,752,68080005861709969035123568923470808903328931194265152514850167437295745266944
3964,NS-512,North Star,Residential,Micro,Lowrise,Far,Far,7,5,1221,29,36,1067,789,69661720193500973889558514582126807451687115897238424529856152644859930502925
3964,NS-516,North Star,Residential,Micro,Lowrise,Far,Far,5,4,1432,24,29,1163,804,37859633724534135304864308091790353858267479934802225908504139365348765496735
3964,NS-517,North Star,Residential,Micro,Lowrise,Far,Far,4,3,1465,17,21,1136,816,56919858799499001153682814900712436438088599081281142350167523265428381259418
3964,NS-518,North Star,Residential,Micro,Lowrise,Far,Far,4,3,1466,17,21,1108,828,10267967195042556937643525576402183580169001883617508612767290246416231772328
3964,NS-520,North Star,Residential,Micro,Lowrise,Far,Far,4,4,1469,20,24,1054,855,2852393440102452838098758326655641052396491488468720353177928704056405225001
3964,NS-525,North Star,Residential,Micro,Lowrise,Far,Far,4,3,1314,17,21,757,1003,2291435611237398565119671073040691475704814921085748194876961721021282982530
3964,NS-526,North Star,Residential,Micro,Lowrise,Far,Far,6,5,1565,25,31,705,1021,60875952534950749203649507569799733411268937042401690431471052288093959646951
3964,NS-527,North Star,Residential,Micro,Lowrise,Far,Far,6,5,1567,25,31,651,1040,19374307879698202864447962461441323489295186492583635505968112864899588258559
3964,NS-528,North Star,Residential,Micro,Lowrise,Far,Far,5,4,1454,21,26,624,1050,1847979394171007549872007525178799349670781729469766981763973248666644061068
3964,NS-553,North Star,Residential,Micro,Lowrise,Far,Far,6,5,1430,25,31,1164,862,96313667014366553669232126478084634451272936445379000862826424910392981297938
3964,NS-554,North Star,Residential,Micro,Lowrise,Far,Far,5,4,1461,21,26,1110,884,28922917895832670612229120202574418534653814765186574298137707716920932914329
3964,NS-555,North Star,Residential,Micro,Lowrise,Far,Far,5,4,1458,21,26,1083,896,86839345823388616570464609006540453056402747440775998674259188208306868885696
3964,NS-557,North Star,Residential,Micro,Lowrise,Far,Far,4,4,1232,20,24,1030,922,889765168306156328089325488534428580797143879953497513748398119148825364169
3964,NS-558,North Star,Residential,Micro,Lowrise,Far,Far,4,3,1563,16,20,733,1067,51312471543338903747741775101807291301957479738384831155382857425606762030396
3964,NS-559,North Star,Residential,Micro,Lowrise,Far,Far,6,5,1545,26,32,652,1094,53594528263876804038924176533756218243725629230111235540384542143921037299798
3964,NS-576,North Star,Residential,Micro,Lowrise,Far,Far,4,4,1482,20,24,1057,972,32330639967815166249571837968983064536324252139965068529388952886938515072489
3964,NS-578,North Star,Residential,Micro,Lowrise,Far,Far,4,3,1378,16,20,654,1163,107696159737860036094031936627604412064895912552667161166823420412361234124236
3964,NS-581,North Star,Residential,Micro,Lowrise,Far,Far,4,3,1288,18,22,1366,706,112363161571627241726873701344974182189844169902790932985791152332589087300491
3964,NS-582,North Star,Residential,Micro,Lowrise,Far,Far,4,3,1627,18,22,1341,730,2095755534570493269581606853648306091052574071768547627632891247188024098444
3964,NS-583,North Star,Residential,Micro,Lowrise,Far,Far,4,3,1629,16,20,1313,757,40206350844191936840934400894501448636539180291848750737958750046554123559285
3964,NS-584,North Star,Residential,Micro,Lowrise,Far,Far,5,4,1631,20,25,1256,811,93689669346427691917241206631889307603657631184252280237081133063600706449665
3964,NS-585,North Star,Residential,Micro,Lowrise,Far,Far,5,4,1597,20,25,1228,838,57531550205364221402020062188255163198070982121021086963955319778154452502028
3964,NS-586,North Star,Residential,Micro,Lowrise,Far,Far,5,4,1621,23,28,1140,924,99613713919309276026757228124625798039856951434781221619617845750117489829340
3964,NS-587,North Star,Residential,Micro,Lowrise,Far,Far,5,4,1539,24,29,1058,990,69666936785264803100334818285139184856196994904483138692186221651761391913934
3964,NS-595,North Star,Residential,Micro,Lowrise,Far,Far,5,4,1621,22,27,1141,929,38222380782694213951032802172324083025720201040105901274823880409286686355524
3964,NS-596,North Star,Residential,Micro,Lowrise,Far,Far,4,3,2181,18,22,675,1194,35062584420104602422704732798708251188373698541425685618583466140877339474250
3964,NS-599,North Star,Residential,Micro,Lowrise,Far,Far,5,4,1620,23,28,1142,934,57090134352368934605355628767937389931042065105606286794583958649326618770115
3964,NS-600,North Star,Residential,Micro,Lowrise,Far,Far,4,4,1564,20,24,1059,1014,29796886940449412634167280087697003743456047426720298094625667343556959089637
3964,NS-601,North Star,Residential,Micro,Lowrise,Far,Far,4,3,1601,17,21,661,1217,22971942272284106947762905139268118716550180968408512263802079561145493606315
3964,NS-605,North Star,Residential,Micro,Lowrise,Far,Far,10,8,1629,43,53,1344,750,100462003297997453080920451840294714428803459458635488101129919214419855983356
3964,NS-606,North Star,Residential,Micro,Lowrise,Far,Far,4,4,1622,20,24,1316,776,114967071277022987920500070818360404231377095335634817001692719304668023930146
3964,NS-607,North Star,Residential,Micro,Lowrise,Far,Far,5,4,1616,22,27,1288,803,53748876738686174573808870330947431757703410374755095591979506092027279618884
3964,NS-608,North Star,Residential,Micro,Lowrise,Far,Far,5,4,1609,22,27,1260,829,3163720935998749938385644623522275160596971644919004488567825548289713013689
3964,NS-610,North Star,Residential,Micro,Lowrise,Far,Far,5,4,1619,22,27,1143,940,9203225929423803949455436384389434171283286622684556348166345068002390543965
3964,NS-620,North Star,Residential,Micro,Lowrise,Far,Far,4,3,1495,17,21,1061,1025,103647438538174710002135100958169564949972891058700893333536914110588775791825
3964,NS-630,North Star,Residential,Micro,Lowrise,Far,Far,4,4,1700,20,24,1069,1039,20941084408356348678029688577151102720708464004882202426766562155612496129119
3964,NS-631,North Star,Residential,Micro,Lowrise,Far,Far,5,4,1449,23,28,1275,859,21277260431008846694550196418033336492863269644610720699142312701213263823746
3964,NS-633,North Star,Residential,Micro,Lowrise,Far,Far,4,3,1219,18,22,1233,895,51983994787530616421691598000833021576982046221301418153527059282971840840434
3964,NS-635,North Star,Residential,Micro,Lowrise,Far,Far,4,3,1608,16,20,1074,1044,36394969136955362915935859217680923121082030457300390496614284593540944835761
3964,NS-647,North Star,Residential,Micro,Lowrise,Far,Far,4,3,1930,17,21,1154,982,38989559901583068745441339676920794376669662919930985199013046935319223787284
3964,NS-648,North Star,Residential,Micro,Lowrise,Far,Far,4,3,1408,17,21,1079,1027,12371812465256263297290683389272447561067057189052819702362767907389027561447
3964,NS-655,North Star,Residential,Micro,Lowrise,Far,Far,5,4,1929,23,28,1154,977,32333487098768895311634043355537686329403965412973745997261534168056273116065
3964,NS-656,North Star,Residential,Micro,Lowrise,Far,Far,4,3,1208,16,20,1083,1002,39141710843361004512522522129371839273024028500348342797011828797522593920017
3964,NS-667,North Star,Residential,Micro,Lowrise,Far,Far,4,3,1930,16,20,1155,953,90813302251556477969887167684842183105004000451355715927341181355188277362029
3964,NS-670,North Star,Residential,Micro,Lowrise,Far,Far,5,4,1718,20,25,1156,930,53325888628364999587024635570554180197640775041373384358614799443993799739664
3964,NS-714,North Star,Residential,Micro,Lowrise,Far,Far,10,8,1876,41,51,1861,620,22258433443160330365361464284213610093841862589076301014330275129906521471463
3964,NS-860,North Star,Residential,Micro,Lowrise,Far,Far,9,8,1663,40,49,760,618,98825037893167673414294309722497518036882481115050671385458951885056940052788
4030,HH-12,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,3,814,16,20,806,321,31813552370823522320649491311343563057161386757954338732590558458111153298543
4030,HH-13,Haven Heights,Residential,Nano,Lowrise,Far,Medium,8,7,738,35,43,763,342,64745151400405580758696719865018540575889482601756282346203814479335429135378
4030,HH-19,Haven Heights,Residential,Nano,Lowrise,Far,Medium,7,6,860,30,37,803,339,36528875836340038431373964079737057553602038442293954293760599779407609911345
4030,HH-20,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,3,752,16,20,762,358,10200605458209920634683398323488697030465876877575067909987474015565759948929
4030,HH-21,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,3,859,19,23,801,355,81623687905643292430839994694212584833827387951387511802357231034305475260553
4030,HH-23,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,3,858,16,20,799,369,17660087784389507487870431937138554025876302367588047018530099588490825616136
4030,HH-24,Haven Heights,Residential,Nano,Lowrise,Far,Medium,6,5,638,26,32,760,391,98032586325485847743923834607142149020870087455144663209018069938954473282886
4030,HH-30,Haven Heights,Residential,Nano,Lowrise,Far,Medium,6,5,1079,26,32,899,312,109526569114754882506268885277024157513480278937138520967400711536120848652854
4030,HH-31,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,3,1075,16,20,880,326,5193942197813362057069400442564205464500775870588004061896188835185105514338
4030,HH-32,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,3,1052,16,20,861,341,1636444550966192177397173773473776127559445585414807036093476189664873846552
4030,HH-33,Haven Heights,Residential,Nano,Lowrise,Far,Medium,10,8,857,40,50,797,384,58701745468138052861822834341621058109235291015476547258006081798792464505827
4030,HH-35,Haven Heights,Residential,Nano,Lowrise,Far,Medium,6,4,830,24,30,795,399,111985912162580876058767214515303495826097829666008844430401283987289248596171
4030,HH-62,Haven Heights,Residential,Nano,Lowrise,Far,Medium,5,4,934,22,27,764,506,30374623907312438890376144376811650952946194776751202222361022095192255796059
4030,HH-86,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,3,1065,18,22,1009,381,113592360755263875449546971255082990899029208081164918144714203248121321530849
4030,HH-88,Haven Heights,Residential,Nano,Lowrise,Far,Medium,6,5,1091,27,33,1062,360,35598448035840189933177095585789832063736483310054229816815869307291851445567
4030,HH-89,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,3,1065,16,20,1006,396,9863055841662309744738702815854368731090981722663200507883153860720436681010
4030,HH-100,Haven Heights,Residential,Nano,Lowrise,Far,Medium,5,4,1065,23,28,1004,411,10772149045215381385351043343940312085472813213705765590397129039755459349606
4030,HH-106,Haven Heights,Residential,Nano,Lowrise,Far,Medium,8,6,1040,33,41,1058,393,8154401398199185277736899497858151537185681419103361256531636771363571796590
4030,HH-107,Haven Heights,Residential,Nano,Lowrise,Far,Medium,8,6,985,33,41,1002,425,60555645079372732758767363920324031222346805708287059118248353720624719403356
4030,HH-114,Haven Heights,Residential,Nano,Lowrise,Far,Medium,6,5,1054,28,34,1070,445,3086837505553047231161094129925684993423422685889481290812293239817189713591
4030,HH-115,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,3,1091,16,20,1051,454,70688641036619781622068790087859948346324611708545118299290617761130014771802
4030,HH-116,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,3,1091,16,20,1013,474,4996441746310454609845465906429903074585405257467098318035815473447318576231
4030,HH-118,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,3,977,17,21,976,495,18616979574354125831664202662894798857297113968988964880800166897570298584854
4030,HH-130,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,3,1052,18,22,1064,496,50861645410202602740887156392587397775046993875195560834147166743650173636804
4030,HH-131,Haven Heights,Residential,Nano,Lowrise,Far,Medium,7,6,1086,30,37,1045,505,84004612771721926217087906552548668201354002739859561250985894796932366349315
4030,HH-133,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,3,1075,17,21,988,534,39933546454045112598237262520455166198175098016201343466637100782497274509745
